YEAR,REGION,ISLAND,NTR.2,FISHED,EXPOSURE,LT_SITE,TRANSECT_NO,ABA.STEL,ABU.BENG,ABU.SEPT,ABU.SEXF,ABU.SPP,ABU.VAIG,ABU.WHIT,ACA.BLOC,ACA.DUSS,ACA.GRAM,ACA.LINE,ACA.NANS,ACA.NCUS,ACA.NUDA,ACA.SPP,ACA.THOM,ACA.XANT,ACN.POLY,AET.ROGA,AMB.AURE,AMB.CURA,AMB.LEUC,AMP.AKIN,AMP.CLAR,AMP.MELA,AMP.PERC,AMP.PERI,AMP.SPP,ANA.CAER,ANA.GEOG,ANA.MELE,ANA.NEOG,ANA.SPP,ANY.LEUC,ARO.HISP,ARO.MAPP,ARO.STEL,ATU.MATE,BAL.UNDU,BAL.VIRI,BOD.AXIL,BOD.DIAN,BOD.MESO,BOD.SPP,BOL.MURI,CAE.CAER,CAE.CUNI,CAL.CARO,CAR.FERD,CAR.FULV,CAR.GYMN,CAR.ORTH,CAR.PLA,CAR.SEXF,CAT.AMBO,CAT.PAPU,CAX.IGNO,CAX.MELA,CEN.BICO,CEN.BISP,CEN.NOX,CEN.TIBI,CEN.VROL,CEP.ARGU,CEP.BOEN,CEP.CYAN,CEP.MICR,CEP.MINI,CET.OCEL,CHA.AFAS,CHA.AURI,CHA.BARO,CHA.BENN,CHA.CITR,CHA.EPHI,CHA.FLAV,CHA.LINE,CHA.LUNS,CHA.LUNU,CHA.MELO,CHA.OCEL,CHA.ORNA,CHA.PLEB,CHA.RAFF,CHA.RAIN,CHA.SEME,CHA.SPEC,CHA.TLIS,CHA.TTUS,CHA.ULIE,CHA.VAGA,CHE.CHLO,CHE.DIGR,CHE.FASC,CHE.ORIE,CHE.OXYC,CHE.SPP,CHE.TRIL,CHE.UNDU,CHE.UNIF,CHL.LABI,CHL.VEST,CHM.MUEL,CHM.ROST,CHO.ANCH,CHO.CEPH,CHO.CYAN,CHO.FASC,CHO.GRAP,CHO.SCHO,CHO.VITT,CHP.DUB,CHP.MERE,CHR.AGIL,CHR.ALIS,CHR.AMBO,CHR.APES,CHR.MARG,CHR.NITI,CHR.RETR,CHR.TERN,CHR.VIRI,CHR.WEBE,CHR.XANC,CHR.XANT,CHS.BLEE,CHS.MICR,CHS.SPIR,CHY.CYAN,CHY.FLAV,CHY.ROLL,CHY.TALB,CIR.PUNC,CON.ALTI,CON.CHRY,COR.AURI,COR.BATU,COR.PICT,COR.SPP,CRO.ALTI,CTE.BINO,CTE.STRI,DAS.ARUA,DAS.RETI,DAS.SPP,DAS.TRIM,DEC.MACA,DIA.PICT,DIOD.HYST,DIP.BALT,DIP.BIFA,DIS.PERS,DIS.PROS,DIS.SPP,EPB.INSI,EPI.CAER,EPI.COIO,EPI.CORA,EPI.FASC,EPI.FUSG,EPI.HEXA,EPI.HOWL,EPI.LANC,EPI.MACR,EPI.MACU,EPI.MALA,EPI.MERR,EPI.ONGU,EPI.POLY,EPI.QUOY,EPI.SEXF,EPI.TUCU,GNH.SPEC,GOM.VARI,GYMN.SPP,GYMS.UNI,GYN.AUDL,GYN.EUAN,HAL.ARG,HAL.BIOC,HAL.CHLO,HAL.MARG,HAL.MELA,HAL.MEUS,HAL.NEBU,HAL.NIGR,HAL.PROS,HAL.SPP,HEM.FASC,HEM.MELT,HEN.ACUM,HEN.DIPH,HEN.MONO,HEN.VARI,HGY.PLAG,HIP.LONG,KYP.CINE,KYP.SPP,KYP.VAIG,LAB.SPP,LBR.AUST,LES.BICO,LES.DIMI,LES.SPP,LET.ATKI,LET.ERYT,LET.HARA,LET.LATI,LET.LENT,LET.MINI,LET.NEBU,LET.OBSO,LET.OLIV,LET.ORNA,LUT.ARGE,LUT.BOHA,LUT.CARP,LUT.EHRE,LUT.FLMA,LUT.FULV,LUT.GIBB,LUT.KASM,LUT.LEMN,LUT.LUTJ,LUT.MONO,LUT.QUIN,LUT.RIVU,LUT.RUSS,LUT.SEBA,LUT.VITT,LYS.SPP,LYS.UNIL,MAC.CHAO,MAC.SPP,MCR.MACU,MCT.STRI,MON.ARGE,MON.GRAN,MON.HET,NAS.ANNU,NAS.BRAC,NAS.BREV,NAS.LITU,NAS.TONG,NAS.UNIC,NEG.MELA,NEG.NIGR,NEO.AZYS,NEO.BANK,NEO.CYAN,OST.CUBI,OXY.LONG,PAC.IMPE,PAC.SEMI,PAC.SEX,PAC.XANT,PAG.SPP,PAP.BDES,PAP.BIFA,PAP.BIN,PAP.CIL,PAP.CRAS,PAP.CYCL,PAP.IND,PAP.MUL,PAP.SPIL,PARM.OLIG,PARM.SPP,PDA.TUKA,PER.JANT,PGY.DICK,PGY.LACR,PLA.GUEN,PLE.ALBO,PLE.CHAE,PLE.CHRY,PLE.FLAV,PLE.GIBB,PLE.LESS,PLE.LINE,PLE.PIC,PLE.UNIC,PLT.BATA,PLT.ORBI,PLT.PINN,PLT.SPP,PLT.TEIR,PMS.LAEV,PMS.LEOP,PMS.MACU,POM.ADEL,POM.AMBO,POM.AUST,POM.BANK,POM.BRAC,POM.CHRY,POM.COEL,POM.GRAM,POM.LEPI,POM.MOLU,POM.NAGA,POM.PHIL,POM.REID,POM.TRIP,POM.VAIU,POM.WARD,PRC.OCEL,PRE.BIAC,PRE.SPP,PRIO.SPP,PRO.MICR,PSAM.WAIG,PSB.FLAV,PTE.ANTE,PTE.DIAG,PTE.MARR,PTE.SPP,PTE.TILE,PTE.TRIL,PTE.VOLI,PTY.SPP,PYG.DIA,REM.SPP,SAR.SPIN,SCA.ALTI,SCA.CHAM,SCA.DIMI,SCA.FLAV,SCA.FORS,SCA.FREN,SCA.GHOB,SCA.GLOB,SCA.NIGR,SCA.OVIC,SCA.PSIT,SCA.RIVU,SCA.RUBR,SCA.SCHL,SCA.SPIN,SCA.SPP,SCA.TRIC,SCB.LYSA,SCM.COMM,SCO.AFIN,SCO.BILI,SCO.LINE,SCO.MARG,SCO.MONO,SEL.CRUM,SEL.LEPT,SER.LALA,SIG.ARGE,SIG.CANA,SIG.CORA,SIG.DOLI,SIG.FUSC,SIG.JAVU,SIG.LINE,SIG.PMUS,SIG.PTUS,SIG.PUEL,SIG.STEL,SIG.VULP,SPY.BARR,SPY.FLAV,STE.APIC,STE.FASC,STE.NIGR,STH.BAND,STH.INTE,STH.SPP,STH.STRI,STH.TRIL,SUF.CHRY,SUF.FRAE,SYM.NEMA,THA.AMBL,THA.HARD,THA.LUNA,THA.NIGR,THA.SPP,UPE.TRAG,ZAN.CORN,ZEB.SCOP,ZEB.VELI,Grand Total,SR,Plectropomus,Lethrinidae,Lutjanidae
1999,WHITSUNDAYS,BORDER,NTR_1987,CLOSED,Exposed,B3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333,0,0,0,0,13.332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666,0,0,0,6.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.66,8,3.333,0,3.333
1999,WHITSUNDAYS,BORDER,NTR_1987,CLOSED,Exposed,B3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666,0,0,0,23.331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.999,0,3.333,16.665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333,0,3.333,0,0,0,0,0,3.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333,0,0,0,0,0,0,0,0,0,0,0,0,0,9.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.664,0,0,6.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.319,14,9.999,6.666,3.333
1999,WHITSUNDAYS,BORDER,NTR_1987,CLOSED,Exposed,B3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666,0,0,0,6.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333,0,3.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.329,6,0,0,6.666
1999,WHITSUNDAYS,BORDER,NTR_1987,CLOSED,Exposed,B3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333,0,0,0,23.331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666,0,0,0,0,0,0,0,0,0,13.332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333,0,0,0,0,0,6.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.324,9,6.666,3.333,6.666
1999,WHITSUNDAYS,BORDER,NTR_1987,CLOSED,Exposed,B3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333,0,0,0,0,16.665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666,0,0,0,0,0,0,0,0,19.998,0,0,0,0,0,0,0,0,0,6.666,0,0,3.333,6.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.329,0,69.993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.648,12,3.333,0,113.322
1999,WHITSUNDAYS,BORDER,NTR_1987,CLOSED,Exposed,B4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333,9.999,0,0,0,26.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333,0,0,0,0,0,0,0,0,3.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.325,8,9.999,0,19.998
1999,WHITSUNDAYS,BORDER,NTR_1987,CLOSED,Exposed,B4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333,9.999,0,0,0,23.331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.665,0,0,0,0,0,0,0,0,3.333,0,0,0,0,0,0,0,0,0,0,0,0,0,9.999,0,3.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.654,11,6.666,0,29.997
1999,WHITSUNDAYS,BORDER,NTR_1987,CLOSED,Exposed,B4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333,0,0,0,23.331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.665,0,0,0,0,0,0,0,0,13.332,0,0,0,0,0,0,0,0,0,6.666,0,0,0,0,0,3.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.644,11,16.665,0,109.989
1999,WHITSUNDAYS,BORDER,NTR_1987,CLOSED,Exposed,B4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666,0,0,0,0,0,3.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.66,7,6.666,0,6.666
1999,WHITSUNDAYS,BORDER,NTR_1987,CLOSED,Exposed,B4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666,0,0,0,6.666,0,0,0,0,0,0,0,0,0,6.666,0,0,0,0,13.332,0,0,0,0,0,0,0,0,3.333,0,0,0,0,0,0,0,0,0,6.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.661,8,3.333,0,9.999
